mean_otu_diversity,lon,lat,ai,et0,cities_1,cities_2,cities_3,cities_4,cities_5,cities_6,cities_7,cities_8,cities_9,cities_10,cities_11,cities_12,ports_1,ports_2,ports_3,ports_4,ports_5,bio1,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19,bio20,bio21,bio22,bio23,bio24,bio25,bio26,bio27,bio28,bio29,bio30,bio31,bio32,bio33,bio34,bio35,bio36,bio37,bio38,bio39,bio40,biomass,HDI,GDP_per_capita_PPP,popcou,popdens,DTI,APR_Corn_Chlorpyrifos_2020_H,APR_Corn_Chlorpyrifos_2020_L,APR_Corn_Glufosinate_2020_H,APR_Corn_Glufosinate_2020_L,APR_Soybean_Glufosinate_2020_H,APR_Soybean_Glufosinate_2020_L,APR_Soybean_Glyphosate_2020_H,APR_Soybean_Glyphosate_2020_L,bdod,cec,cfvo,clay,nitrogen,ocd,ocs,phh2o,sand,silt,soc,elevation,PFT0,PFT1,PFT2,PFT3,PFT4,PFT5,PFT6,PFT7,PFT8,PFT9,PFT10,PFT11,PFT12,PFT13,PFT14,PFT15,PFT16,PFT17,PFT18,PFT19,PFT20,PFT21,PFT22,PFT23,PFT24,PFT25,PFT26,PFT27,PFT28,PFT29,PFT30,PFT31,PFT32
14,-72.46171,41.0254,10159,1160,24,137,79,114,93,18,19,11,22,18,18,11,89,88,73,8,8,10.770833,9.5749998,28.8403625,868.4899902,27.7999992,-5.4000001,33.2000008,2.7166667,18.7666664,21.4500008,0.1499999,1179,111,83,9.8357067,325,262,269,307,135.1597443,205.9450073,58.5540009,0.3780062,70.0262527,197.7658386,189.1090698,80.4374847,1.001029,1.1420701,0.715763,0.1374568,1.1289556,0.7913834,0.7913834,1.1202469,0.378986,-0.087831,1.72701,-0.814598,0.868727,3600,0.8900889,45405.85156,74.2271042,114.3391876,-128,-2,-2,-2,-2,-2,-2,-2,-2,122,312,53,124,9011,448,56,51,482,394,1022,7,6,16.7000008,0,0,0,0,0,7.5999999,0.1,0,0,0,0,52.6199989,2.7,0,0,0,0,0,0,0,0,0,0,0,0,2.8799999,0.76,1.84,0,8.6999998,0
12,-72.46185,41.02541,10159,1160,24,137,79,114,93,18,19,11,22,18,18,11,89,88,73,8,8,10.770833,9.5749998,28.8403625,868.4899902,27.7999992,-5.4000001,33.2000008,2.7166667,18.7666664,21.4500008,0.1499999,1179,111,83,9.8357067,325,262,269,307,135.1597443,205.9450073,58.5540009,0.3780062,70.0262527,197.7658386,189.1090698,80.4374847,1.001029,1.1420701,0.715763,0.1374568,1.1289556,0.7913834,0.7913834,1.1202469,0.378986,-0.087831,1.72701,-0.814598,0.868727,3600,0.8900889,45405.85156,74.2271042,114.3391876,-128,-2,-2,-2,-2,-2,-2,-2,-2,122,312,53,124,9011,448,56,51,482,394,1022,7,6,16.7000008,0,0,0,0,0,7.5999999,0.1,0,0,0,0,52.6199989,2.7,0,0,0,0,0,0,0,0,0,0,0,0,2.8799999,0.76,1.84,0,8.6999998,0
6.5,-72.46171,41.02543,10159,1160,24,137,79,114,93,18,19,11,22,18,18,11,89,88,73,8,8,10.770833,9.5749998,28.8403625,868.4899902,27.7999992,-5.4000001,33.2000008,2.7166667,18.7666664,21.4500008,0.1499999,1179,111,83,9.8357067,325,262,269,307,135.1597443,205.9450073,58.5540009,0.3780062,70.0262527,197.7658386,189.1090698,80.4374847,1.001029,1.1420701,0.715763,0.1374568,1.1289556,0.7913834,0.7913834,1.1202469,0.378986,-0.087831,1.72701,-0.814598,0.868727,3600,0.8900889,45405.85156,74.2271042,114.3391876,-128,-2,-2,-2,-2,-2,-2,-2,-2,122,312,53,124,9011,448,56,51,482,394,1022,7,6,16.7000008,0,0,0,0,0,7.5999999,0.1,0,0,0,0,52.6199989,2.7,0,0,0,0,0,0,0,0,0,0,0,0,2.8799999,0.76,1.84,0,8.6999998,0
10,-72.46176,41.02539,10159,1160,24,137,79,114,93,18,19,11,22,18,18,11,89,88,73,8,8,10.770833,9.5749998,28.8403625,868.4899902,27.7999992,-5.4000001,33.2000008,2.7166667,18.7666664,21.4500008,0.1499999,1179,111,83,9.8357067,325,262,269,307,135.1597443,205.9450073,58.5540009,0.3780062,70.0262527,197.7658386,189.1090698,80.4374847,1.001029,1.1420701,0.715763,0.1374568,1.1289556,0.7913834,0.7913834,1.1202469,0.378986,-0.087831,1.72701,-0.814598,0.868727,3600,0.8900889,45405.85156,74.2271042,114.3391876,-128,-2,-2,-2,-2,-2,-2,-2,-2,122,312,53,124,9011,448,56,51,482,394,1022,7,6,16.7000008,0,0,0,0,0,7.5999999,0.1,0,0,0,0,52.6199989,2.7,0,0,0,0,0,0,0,0,0,0,0,0,2.8799999,0.76,1.84,0,8.6999998,0
7,-72.46178,41.02552,10159,1160,24,137,79,114,93,18,19,11,22,18,18,11,89,88,73,8,8,10.770833,9.5749998,28.8403625,868.4899902,27.7999992,-5.4000001,33.2000008,2.7166667,18.7666664,21.4500008,0.1499999,1179,111,83,9.8357067,325,262,269,307,135.1597443,205.9450073,58.5540009,0.3780062,70.0262527,197.7658386,189.1090698,80.4374847,1.001029,1.1420701,0.715763,0.1374568,1.1289556,0.7913834,0.7913834,1.1202469,0.378986,-0.087831,1.72701,-0.814598,0.868727,3600,0.8900889,45405.85156,74.2271042,114.3391876,-128,-2,-2,-2,-2,-2,-2,-2,-2,122,312,53,124,9011,448,56,51,482,394,1022,7,6,16.7000008,0,0,0,0,0,7.5999999,0.1,0,0,0,0,52.6199989,2.7,0,0,0,0,0,0,0,0,0,0,0,0,2.8799999,0.76,1.84,0,8.6999998,0
10.08695652,-0.786197,45.013092,9060,1024,277,283,10,138,113,71,29,24,14,8,10,8,15,78,21,212,15,12.6333332,9.8166666,42.313221,511.7365112,25.2999992,2.0999999,23.1999989,9.833333,18.9500008,18.9500008,6.583333,928,106,48,23.2245598,299,161,161,272,133.7541809,235.0740051,40.4147987,0.5030893,52.0190849,220.0955353,212.3848419,52.8029709,0.8946477,1.156925,0.486894,0.2500932,1.135744,0.5654892,0.5654892,1.1203339,0.589267,-0.091487,1.0245841,-1.6052459,1.445065,7300,0.8030105,25852.92188,31.0735207,51.0764046,3,0.0001654,0.0001282,-1,-1,-1,-1,-1.5,-1.5,131,353,90,161,8475,548,65,58,647,191,524,28,0,47.3400002,0,0,0,0,0,15.6400003,0,0,0,0.1,0,28.5200005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1999998,0,2.2,0
9,-72.53067,41.01041,10064,1159,22,135,84,119,90,16,17,9,20,16,16,9,87,85,78,13,13,10.7749996,9.416667,28.7971458,859.4911499,27.6000004,-5.0999999,32.7000008,2.9000001,18.6333332,21.333334,0.3000001,1167,110,82,9.8596964,321,260,268,303,,,,,,,,,,,,,,,,,,,,,,500,0.8900889,45405.85156,27.525116,42.3888702,-128,-2,-2,-2,-2,-2,-2,-2,-2,126,263,63,125,6380,451,53,52,507,368,791,14,32,7.5799999,0,0,0,0,0,0,0,0,0,0,0,58.7799988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0
9,-72.53068,41.01036,10064,1159,22,135,84,119,90,16,17,9,20,16,16,9,87,85,78,13,13,10.7749996,9.416667,28.7971458,859.4911499,27.6000004,-5.0999999,32.7000008,2.9000001,18.6333332,21.333334,0.3000001,1167,110,82,9.8596964,321,260,268,303,,,,,,,,,,,,,,,,,,,,,,500,0.8900889,45405.85156,27.525116,42.3888702,-128,-2,-2,-2,-2,-2,-2,-2,-2,126,263,63,125,6380,451,53,52,507,368,791,14,32,7.5799999,0,0,0,0,0,0,0,0,0,0,0,58.7799988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0
11.18181818,-72.53058,41.01025,10064,1159,22,135,84,119,90,16,17,9,20,16,16,9,87,85,78,13,13,10.7749996,9.416667,28.7971458,859.4911499,27.6000004,-5.0999999,32.7000008,2.9000001,18.6333332,21.333334,0.3000001,1167,110,82,9.8596964,321,260,268,303,,,,,,,,,,,,,,,,,,,,,,500,0.8900889,45405.85156,27.525116,42.3888702,-128,-2,-2,-2,-2,-2,-2,-2,-2,127,250,65,116,6866,444,52,52,526,358,733,13,32,7.5799999,0,0,0,0,0,0,0,0,0,0,0,58.7799988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0
8,-72.53056,41.01036,10064,1159,22,135,84,119,90,16,17,9,20,16,16,9,87,85,78,13,13,10.7749996,9.416667,28.7971458,859.4911499,27.6000004,-5.0999999,32.7000008,2.9000001,18.6333332,21.333334,0.3000001,1167,110,82,9.8596964,321,260,268,303,,,,,,,,,,,,,,,,,,,,,,500,0.8900889,45405.85156,27.525116,42.3888702,-128,-2,-2,-2,-2,-2,-2,-2,-2,126,263,63,125,6380,451,53,52,507,368,791,14,32,7.5799999,0,0,0,0,0,0,0,0,0,0,0,58.7799988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0
8,-72.53075,41.01039,10064,1159,22,135,84,119,90,16,17,9,20,16,16,9,87,85,78,13,13,10.7749996,9.416667,28.7971458,859.4911499,27.6000004,-5.0999999,32.7000008,2.9000001,18.6333332,21.333334,0.3000001,1167,110,82,9.8596964,321,260,268,303,,,,,,,,,,,,,,,,,,,,,,500,0.8900889,45405.85156,27.525116,42.3888702,-128,-2,-2,-2,-2,-2,-2,-2,-2,126,263,63,125,6380,451,53,52,507,368,791,14,32,7.5799999,0,0,0,0,0,0,0,0,0,0,0,58.7799988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0
9,-75.53069,41.01026,12371,1020,72,73,110,36,40,31,24,4,23,24,31,4,91,91,94,84,84,7.5749998,11.3166666,31.6107998,913.8989868,25.7000008,-10.1000004,35.8000031,16.1000004,-3.2666667,18.416666,-3.9166667,1262,128,81,12.7883282,360,263,341,265,129.7598572,203.904007,52.1839981,0.4075903,194.4979248,77.9410629,191.3813019,68.6605988,1.0420597,1.131485,0.890668,0.0667905,1.1096424,0.9339839,0.9339839,1.0945255,-0.29184,0.129829,1.9248199,1.1588989,0.081945,3350,0.8817357,37215.18359,91.8125,141.391861,1,0.000165,0.0000569,0.0104087,0.0017313,0.0101791,0.0101791,3.0140767,3.0140767,109,474,53,128,10896,674,61,44,488,384,2037,552,0,36.7400017,0,0,0,0,0,61.7999992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26,0,1.2,0
16,-72.53025,41.01037,10064,1159,22,135,84,119,90,16,17,9,20,16,16,9,87,85,78,13,13,10.7749996,9.416667,28.7971458,859.4911499,27.6000004,-5.0999999,32.7000008,2.9000001,18.6333332,21.333334,0.3000001,1167,110,82,9.8596964,321,260,268,303,,,,,,,,,,,,,,,,,,,,,,500,0.8900889,45405.85156,27.525116,42.3888702,-128,-2,-2,-2,-2,-2,-2,-2,-2,126,263,63,125,6380,451,53,52,507,368,791,14,32,7.5799999,0,0,0,0,0,0,0,0,0,0,0,58.7799988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0
25,-72.53061,41.01033,10064,1159,22,135,84,119,90,16,17,9,20,16,16,9,87,85,78,13,13,10.7749996,9.416667,28.7971458,859.4911499,27.6000004,-5.0999999,32.7000008,2.9000001,18.6333332,21.333334,0.3000001,1167,110,82,9.8596964,321,260,268,303,,,,,,,,,,,,,,,,,,,,,,500,0.8900889,45405.85156,27.525116,42.3888702,-128,-2,-2,-2,-2,-2,-2,-2,-2,127,250,65,116,6866,444,52,52,526,358,733,14,32,7.5799999,0,0,0,0,0,0,0,0,0,0,0,58.7799988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0
10,-72.53063,41.01023,10064,1159,22,135,84,119,90,16,17,9,20,16,16,9,87,85,78,13,13,10.7749996,9.416667,28.7971458,859.4911499,27.6000004,-5.0999999,32.7000008,2.9000001,18.6333332,21.333334,0.3000001,1167,110,82,9.8596964,321,260,268,303,,,,,,,,,,,,,,,,,,,,,,500,0.8900889,45405.85156,27.525116,42.3888702,-128,-2,-2,-2,-2,-2,-2,-2,-2,127,250,65,116,6866,444,52,52,526,358,733,13,32,7.5799999,0,0,0,0,0,0,0,0,0,0,0,58.7799988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0
12.61538462,-72.49416,41.00935,10155,1153,24,137,82,118,92,18,19,11,21,18,18,11,89,87,76,11,11,10.75,9.5,28.8753796,863.7918701,27.7000008,-5.1999998,32.9000015,2.8000002,18.6833344,21.3999996,0.2166667,1171,110,83,9.8959208,323,261,270,305,135.1597443,205.9450073,58.5540009,0.3780062,70.0262527,197.7658386,189.1090698,80.4374847,1.001029,1.1420701,0.715763,0.1374568,1.1289556,0.7913834,0.7913834,1.1202469,0.378986,-0.087831,1.72701,-0.814598,0.868727,3600,0.8900889,45405.85156,140.4458618,216.2875824,-128,-2,-2,-2,-2,-2,-2,-2,-2,121,316,47,134,8950,461,55,50,506,359,1020,7,6,16.7000008,0,0,0,0,0,7.5999999,0.1,0,0,0,0,52.6199989,2.7,0,0,0,0,0,0,0,0,0,0,0,0,2.8799999,0.76,1.84,0,8.6999998,0
10.5,-72.45028,41.06283,10243,1157,28,141,78,114,96,22,20,15,22,20,22,15,93,91,72,7,7,10.6958332,9.5083332,28.988821,857.9957275,27.6000004,-5.1999998,32.7999992,2.8833334,18.5,21.2333336,0.2666667,1186,112,84,9.4722261,326,266,272,307,135.1597443,205.9450073,58.5540009,0.3780062,70.0262527,197.7658386,189.1090698,80.4374847,1.001029,1.1420701,0.715763,0.1374568,1.1289556,0.7913834,0.7913834,1.1202469,0.378986,-0.087831,1.72701,-0.814598,0.868727,3600,0.8900889,45405.85156,59.8439026,99.8403091,-128,-2,-2,-2,-2,-2,-2,-2,-2,122,300,56,120,10396,497,68,50,495,385,1553,15,86,7.9000001,0,0,0,0,0,4.6199999,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,0
10,-75.4526,41.06297,12553,1001,60,68,98,32,31,28,8,15,27,8,28,8,89,83,82,80,80,7.3125,11.2749996,31.4066849,918.4921265,25.5,-10.3999996,35.9000015,15.8666668,-3.6166666,18.2166672,-4.1999998,1257,127,82,12.1977148,356,265,337,267,130.327179,204.0740051,53.0139999,0.4049558,194.8197632,78.7066574,191.7768402,69.3948822,1.041537,1.1347409,0.873885,0.0746747,1.1159112,0.9199897,0.9199897,1.1018602,-0.28844,0.132889,1.952432,1.171285,0.140462,3400,0.8817357,37215.18359,38.2664375,58.975338,1,0.000165,0.0000569,0.0104087,0.0017313,0.0101791,0.0101791,3.0140767,3.0140767,100,483,56,140,13820,659,65,43,477,383,2729,581,0,36.8199997,0,0,0,0,0,58.5,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0.22,0,4.5,0
7.25,-72.4503,41.06273,10243,1157,28,141,78,114,96,22,20,15,22,20,22,15,93,91,72,7,7,10.6958332,9.5083332,28.988821,857.9957275,27.6000004,-5.1999998,32.7999992,2.8833334,18.5,21.2333336,0.2666667,1186,112,84,9.4722261,326,266,272,307,135.1597443,205.9450073,58.5540009,0.3780062,70.0262527,197.7658386,189.1090698,80.4374847,1.001029,1.1420701,0.715763,0.1374568,1.1289556,0.7913834,0.7913834,1.1202469,0.378986,-0.087831,1.72701,-0.814598,0.868727,3600,0.8900889,45405.85156,59.8439026,99.8403091,-128,-2,-2,-2,-2,-2,-2,-2,-2,122,300,56,120,10396,497,68,50,495,385,1553,15,86,7.9000001,0,0,0,0,0,4.6199999,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,0
8,-72.4503,41.06274,10243,1157,28,141,78,114,96,22,20,15,22,20,22,15,93,91,72,7,7,10.6958332,9.5083332,28.988821,857.9957275,27.6000004,-5.1999998,32.7999992,2.8833334,18.5,21.2333336,0.2666667,1186,112,84,9.4722261,326,266,272,307,135.1597443,205.9450073,58.5540009,0.3780062,70.0262527,197.7658386,189.1090698,80.4374847,1.001029,1.1420701,0.715763,0.1374568,1.1289556,0.7913834,0.7913834,1.1202469,0.378986,-0.087831,1.72701,-0.814598,0.868727,3600,0.8900889,45405.85156,59.8439026,99.8403091,-128,-2,-2,-2,-2,-2,-2,-2,-2,122,300,56,120,10396,497,68,50,495,385,1553,15,86,7.9000001,0,0,0,0,0,4.6199999,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,0
11,-72.45022,41.0626,10243,1157,28,141,78,114,96,22,20,15,22,20,22,15,93,91,72,7,7,10.6958332,9.5083332,28.988821,857.9957275,27.6000004,-5.1999998,32.7999992,2.8833334,18.5,21.2333336,0.2666667,1186,112,84,9.4722261,326,266,272,307,135.1597443,205.9450073,58.5540009,0.3780062,70.0262527,197.7658386,189.1090698,80.4374847,1.001029,1.1420701,0.715763,0.1374568,1.1289556,0.7913834,0.7913834,1.1202469,0.378986,-0.087831,1.72701,-0.814598,0.868727,3600,0.8900889,45405.85156,59.8439026,99.8403091,-128,-2,-2,-2,-2,-2,-2,-2,-2,122,300,56,120,10396,497,68,50,495,385,1553,15,86,7.9000001,0,0,0,0,0,4.6199999,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,0
7.5,-72.4519,41.06256,10243,1157,28,141,78,114,96,22,20,15,22,20,22,15,93,91,72,7,7,10.6958332,9.5083332,28.988821,857.9957275,27.6000004,-5.1999998,32.7999992,2.8833334,18.5,21.2333336,0.2666667,1186,112,84,9.4722261,326,266,272,307,135.1597443,205.9450073,58.5540009,0.3780062,70.0262527,197.7658386,189.1090698,80.4374847,1.001029,1.1420701,0.715763,0.1374568,1.1289556,0.7913834,0.7913834,1.1202469,0.378986,-0.087831,1.72701,-0.814598,0.868727,3600,0.8900889,45405.85156,59.8439026,99.8403091,-128,-2,-2,-2,-2,-2,-2,-2,-2,123,304,56,120,10534,489,70,51,488,392,1439,15,86,7.9000001,0,0,0,0,0,4.6199999,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,0
9,-75.45017,41.0628,12553,1001,60,68,98,32,31,28,8,15,27,8,28,8,94,88,87,85,85,7.3125,11.2749996,31.4066849,918.4921265,25.5,-10.3999996,35.9000015,15.8666668,-3.6166666,18.2166672,-4.1999998,1257,127,82,12.1977148,356,265,337,267,130.327179,204.0740051,53.0139999,0.4049558,194.8197632,78.7066574,191.7768402,69.3948822,1.041537,1.1347409,0.873885,0.0746747,1.1159112,0.9199897,0.9199897,1.1018602,-0.28844,0.132889,1.952432,1.171285,0.140462,3400,0.8817357,37215.18359,38.2664375,58.975338,1,0.000165,0.0000569,0.0104087,0.0017313,0.0101791,0.0101791,3.0140767,3.0140767,99,483,56,140,13820,659,65,43,477,383,2677,577,0,36.8199997,0,0,0,0,0,58.5,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0.22,0,4.5,0
8.333333333,-72.45041,41.06277,10243,1157,28,141,78,114,96,22,20,15,22,20,22,15,93,91,72,7,7,10.6958332,9.5083332,28.988821,857.9957275,27.6000004,-5.1999998,32.7999992,2.8833334,18.5,21.2333336,0.2666667,1186,112,84,9.4722261,326,266,272,307,135.1597443,205.9450073,58.5540009,0.3780062,70.0262527,197.7658386,189.1090698,80.4374847,1.001029,1.1420701,0.715763,0.1374568,1.1289556,0.7913834,0.7913834,1.1202469,0.378986,-0.087831,1.72701,-0.814598,0.868727,3600,0.8900889,45405.85156,59.8439026,99.8403091,-128,-2,-2,-2,-2,-2,-2,-2,-2,122,300,56,120,10396,497,68,50,495,385,1553,15,86,7.9000001,0,0,0,0,0,4.6199999,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,0
6.625,-72.45008,41.0624,10243,1157,28,141,78,114,96,22,20,15,22,20,22,15,91,89,71,6,6,10.6958332,9.5083332,28.988821,857.9957275,27.6000004,-5.1999998,32.7999992,2.8833334,18.5,21.2333336,0.2666667,1186,112,84,9.4722261,326,266,272,307,135.1597443,205.9450073,58.5540009,0.3780062,70.0262527,197.7658386,189.1090698,80.4374847,1.001029,1.1420701,0.715763,0.1374568,1.1289556,0.7913834,0.7913834,1.1202469,0.378986,-0.087831,1.72701,-0.814598,0.868727,3600,0.8900889,45405.85156,59.8439026,99.8403091,-128,-2,-2,-2,-2,-2,-2,-2,-2,122,300,56,120,10396,497,68,50,495,385,1553,10,86,7.9000001,0,0,0,0,0,4.6199999,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,0
6,-75.45012,41.06272,12553,1001,60,68,98,32,31,28,8,15,27,8,28,8,94,88,87,85,85,7.3125,11.2749996,31.4066849,918.4921265,25.5,-10.3999996,35.9000015,15.8666668,-3.6166666,18.2166672,-4.1999998,1257,127,82,12.1977148,356,265,337,267,130.327179,204.0740051,53.0139999,0.4049558,194.8197632,78.7066574,191.7768402,69.3948822,1.041537,1.1347409,0.873885,0.0746747,1.1159112,0.9199897,0.9199897,1.1018602,-0.28844,0.132889,1.952432,1.171285,0.140462,3400,0.8817357,37215.18359,38.2664375,58.975338,1,0.000165,0.0000569,0.0104087,0.0017313,0.0101791,0.0101791,3.0140767,3.0140767,99,483,56,140,13820,659,65,43,477,383,2677,572,0,36.8199997,0,0,0,0,0,58.5,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0.22,0,4.5,0
10.5,-72.5285,41.01494,10064,1159,22,135,84,119,90,16,17,9,20,16,16,9,87,85,78,13,13,10.7749996,9.416667,28.7971458,859.4911499,27.6000004,-5.0999999,32.7000008,2.9000001,18.6333332,21.333334,0.3000001,1167,110,82,9.8596964,321,260,268,303,,,,,,,,,,,,,,,,,,,,,,500,0.8900889,45405.85156,27.525116,42.3888702,-128,-2,-2,-2,-2,-2,-2,-2,-2,125,254,58,121,7365,454,52,51,544,335,905,18,32,7.5799999,0,0,0,0,0,0,0,0,0,0,0,58.7799988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0
14,-75.45014,41.06267,12553,1001,60,68,98,32,31,28,8,15,27,8,28,8,94,88,87,85,85,7.3125,11.2749996,31.4066849,918.4921265,25.5,-10.3999996,35.9000015,15.8666668,-3.6166666,18.2166672,-4.1999998,1257,127,82,12.1977148,356,265,337,267,130.327179,204.0740051,53.0139999,0.4049558,194.8197632,78.7066574,191.7768402,69.3948822,1.041537,1.1347409,0.873885,0.0746747,1.1159112,0.9199897,0.9199897,1.1018602,-0.28844,0.132889,1.952432,1.171285,0.140462,3400,0.8817357,37215.18359,38.2664375,58.975338,1,0.000165,0.0000569,0.0104087,0.0017313,0.0101791,0.0101791,3.0140767,3.0140767,99,483,56,140,13820,659,65,43,477,383,2677,577,0,36.8199997,0,0,0,0,0,58.5,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0.22,0,4.5,0
9,-72.49417,41.00933,10155,1153,24,137,82,118,92,18,19,11,21,18,18,11,89,87,76,11,11,10.75,9.5,28.8753796,863.7918701,27.7000008,-5.1999998,32.9000015,2.8000002,18.6833344,21.3999996,0.2166667,1171,110,83,9.8959208,323,261,270,305,135.1597443,205.9450073,58.5540009,0.3780062,70.0262527,197.7658386,189.1090698,80.4374847,1.001029,1.1420701,0.715763,0.1374568,1.1289556,0.7913834,0.7913834,1.1202469,0.378986,-0.087831,1.72701,-0.814598,0.868727,3600,0.8900889,45405.85156,140.4458618,216.2875824,-128,-2,-2,-2,-2,-2,-2,-2,-2,121,316,47,134,8950,461,55,50,506,359,1020,7,6,16.7000008,0,0,0,0,0,7.5999999,0.1,0,0,0,0,52.6199989,2.7,0,0,0,0,0,0,0,0,0,0,0,0,2.8799999,0.76,1.84,0,8.6999998,0
17,-72.49418,41.00934,10155,1153,24,137,82,118,92,18,19,11,21,18,18,11,89,87,76,11,11,10.75,9.5,28.8753796,863.7918701,27.7000008,-5.1999998,32.9000015,2.8000002,18.6833344,21.3999996,0.2166667,1171,110,83,9.8959208,323,261,270,305,135.1597443,205.9450073,58.5540009,0.3780062,70.0262527,197.7658386,189.1090698,80.4374847,1.001029,1.1420701,0.715763,0.1374568,1.1289556,0.7913834,0.7913834,1.1202469,0.378986,-0.087831,1.72701,-0.814598,0.868727,3600,0.8900889,45405.85156,140.4458618,216.2875824,-128,-2,-2,-2,-2,-2,-2,-2,-2,121,316,47,134,8950,461,55,50,506,359,1020,7,6,16.7000008,0,0,0,0,0,7.5999999,0.1,0,0,0,0,52.6199989,2.7,0,0,0,0,0,0,0,0,0,0,0,0,2.8799999,0.76,1.84,0,8.6999998,0
8.318181818,-72.49403,41.00943,10155,1153,24,137,82,118,92,18,19,11,21,18,18,11,89,87,76,11,11,10.75,9.5,28.8753796,863.7918701,27.7000008,-5.1999998,32.9000015,2.8000002,18.6833344,21.3999996,0.2166667,1171,110,83,9.8959208,323,261,270,305,135.1597443,205.9450073,58.5540009,0.3780062,70.0262527,197.7658386,189.1090698,80.4374847,1.001029,1.1420701,0.715763,0.1374568,1.1289556,0.7913834,0.7913834,1.1202469,0.378986,-0.087831,1.72701,-0.814598,0.868727,3600,0.8900889,45405.85156,140.4458618,216.2875824,-128,-2,-2,-2,-2,-2,-2,-2,-2,122,0,0,0,0,0,0,0,0,0,902,7,6,16.7000008,0,0,0,0,0,7.5999999,0.1,0,0,0,0,52.6199989,2.7,0,0,0,0,0,0,0,0,0,0,0,0,2.8799999,0.76,1.84,0,8.6999998,0
9,-72.49427,41.00936,10155,1153,24,137,82,118,92,18,19,11,21,18,18,11,89,87,76,11,11,10.75,9.5,28.8753796,863.7918701,27.7000008,-5.1999998,32.9000015,2.8000002,18.6833344,21.3999996,0.2166667,1171,110,83,9.8959208,323,261,270,305,135.1597443,205.9450073,58.5540009,0.3780062,70.0262527,197.7658386,189.1090698,80.4374847,1.001029,1.1420701,0.715763,0.1374568,1.1289556,0.7913834,0.7913834,1.1202469,0.378986,-0.087831,1.72701,-0.814598,0.868727,3600,0.8900889,45405.85156,140.4458618,216.2875824,-128,-2,-2,-2,-2,-2,-2,-2,-2,121,316,47,134,8950,461,55,50,506,359,1020,7,6,16.7000008,0,0,0,0,0,7.5999999,0.1,0,0,0,0,52.6199989,2.7,0,0,0,0,0,0,0,0,0,0,0,0,2.8799999,0.76,1.84,0,8.6999998,0
16,-72.49424,41.00938,10155,1153,24,137,82,118,92,18,19,11,21,18,18,11,89,87,76,11,11,10.75,9.5,28.8753796,863.7918701,27.7000008,-5.1999998,32.9000015,2.8000002,18.6833344,21.3999996,0.2166667,1171,110,83,9.8959208,323,261,270,305,135.1597443,205.9450073,58.5540009,0.3780062,70.0262527,197.7658386,189.1090698,80.4374847,1.001029,1.1420701,0.715763,0.1374568,1.1289556,0.7913834,0.7913834,1.1202469,0.378986,-0.087831,1.72701,-0.814598,0.868727,3600,0.8900889,45405.85156,140.4458618,216.2875824,-128,-2,-2,-2,-2,-2,-2,-2,-2,121,316,47,134,8950,461,55,50,506,359,1020,7,6,16.7000008,0,0,0,0,0,7.5999999,0.1,0,0,0,0,52.6199989,2.7,0,0,0,0,0,0,0,0,0,0,0,0,2.8799999,0.76,1.84,0,8.6999998,0
