y,x,lat_lon1
6.5734,3.2548,6.5734###3.2548
46.8692,-87.9063,46.8692###-87.9063
46.8874,-87.9175,46.8874###-87.9175
46.8882,-87.9067,46.8882###-87.9067
46.8715,-87.922,46.8715###-87.922
46.8334,-87.9224,46.8334###-87.9224
46.8682,-87.8572,46.8682###-87.8572
46.8916,-87.947,46.8916###-87.947
46.8475,-87.8302,46.8475###-87.8302
46.8624,-87.8502,46.8624###-87.8502
46.844,-87.8483,46.844###-87.8483
19.3234,-99.18,19.3234###-99.18
27.22,-109.55,27.22###-109.55
38.397,-6.432,38.397###-6.432
18.22,109.62,18.22###109.62
18.22,109.61,18.22###109.61
18.22,109.57,18.22###109.57
18.22,109.59,18.22###109.59
18.22,109.46,18.22###109.46
18.22,109.45,18.22###109.45
18.22,109.56,18.22###109.56
18.22,109.55,18.22###109.55
18.22,109.48,18.22###109.48
18.22,109.49,18.22###109.49
18.22,109.54,18.22###109.54
18.22,109.5,18.22###109.5
18.22,109.53,18.22###109.53
18.22,109.47,18.22###109.47
18.22,109.6,18.22###109.6
18.22,109.51,18.22###109.51
18.22,109.52,18.22###109.52
18.22,109.58,18.22###109.58
30.07,119.952,30.07###119.952
30.07,119.95,30.07###119.95
30.07,119.951,30.07###119.951
30.06,119.951,30.06###119.951
30.07,119.953,30.07###119.953
30.08,119.952,30.08###119.952
30.08,119.951,30.08###119.951
30.06,119.952,30.06###119.952
30.06,119.95,30.06###119.95
30.07,119.954,30.07###119.954
36.59,109.29,36.59###109.29
32.1667,-64.5,32.1667###-64.5
29.08,-82.42,29.08###-82.42
29.98,-82.76,29.98###-82.76
30.79,-85.14,30.79###-85.14
42.53,-8.3,42.53###-8.3
30.3169,-87.2595,30.3169###-87.2595
30.383,-86.4428,30.383###-86.4428
29.6894,-84.783,29.6894###-84.783
30.3168,-87.2624,30.3168###-87.2624
30.3816,-89.026,30.3816###-89.026
30.3813,-89.0272,30.3813###-89.0272
30.3812,-89.0282,30.3812###-89.0282
30.2692,-87.5805,30.2692###-87.5805
30.2689,-87.5819,30.2689###-87.5819
30.317,-87.2573,30.317###-87.2573
29.6891,-84.7836,29.6891###-84.7836
30.3428,-88.7071,30.3428###-88.7071
30.3428,-88.7079,30.3428###-88.7079
30.2976,-89.3366,30.2976###-89.3366
30.3428,-88.7088,30.3428###-88.7088
30.2979,-89.3361,30.2979###-89.3361
30.3831,-86.4445,30.3831###-86.4445
44.2905,-110.51,44.2905###-110.51
44.2907,-110.51,44.2907###-110.51
35.56,-83.56,35.56###-83.56
35.94,-83.94,35.94###-83.94
20.1791,-96.9036,20.1791###-96.9036
20.4169,-97.3022,20.4169###-97.3022
20.505,-97.8894,20.505###-97.8894
20.483,-97.5025,20.483###-97.5025
-43.94,169.15,-43.94###169.15
-44.16,169.29,-44.16###169.29
-41.63,172.72,-41.63###172.72
-42.82,170.9,-42.82###170.9
-41.18,172.9,-41.18###172.9
-36.73,174.69,-36.73###174.69
-37.98,175.76,-37.98###175.76
-39.4,175.8,-39.4###175.8
-39.8,175.8,-39.8###175.8
-42.42,173.7,-42.42###173.7
-45.56,168.04,-45.56###168.04
-45.15,168.75,-45.15###168.75
-44.7,169.13,-44.7###169.13
-36.2,175.08,-36.2###175.08
-33.926,19.157,-33.926###19.157
35.9573,-83.9276,35.9573###-83.9276
47.3131,-73.5721,47.3131###-73.5721
36.09,117.09,36.09###117.09
30.18,120.12,30.18###120.12
23.45,102.17,23.45###102.17
22.4636,87.06,22.4636###87.06
37.815,119.045,37.815###119.045
37.816,119.056,37.816###119.056
37.817,119.066,37.817###119.066
37.814,119.091,37.814###119.091
37.816,119.111,37.816###119.111
38.0993,-1.0323,38.0993###-1.0323
21.4167,109.217,21.4167###109.217
37.87,-122.26,37.87###-122.26
14.0896,40.3486,14.0896###40.3486
14.2297,40.29,14.2297###40.29
29.5,-82.98,29.5###-82.98
28.95,-81.31,28.95###-81.31
21.0251,-101.293,21.0251###-101.293
10.1,76.36,10.1###76.36
9.6,76.5,9.6###76.5
9.35,76.56,9.35###76.56
3.07,101.52,3.07###101.52
41.6851,-87.4923,41.6851###-87.4923
41.6505,-87.4336,41.6505###-87.4336
41.6671,-87.4049,41.6671###-87.4049
41.6922,-87.4155,41.6922###-87.4155
41.6872,-87.4397,41.6872###-87.4397
27.9506,-82.4572,27.9506###-82.4572
46.9025,-71.3645,46.9025###-71.3645
46.8962,-71.3656,46.8962###-71.3656
46.8818,-71.371,46.8818###-71.371
46.8824,-71.3703,46.8824###-71.3703
46.8837,-71.368,46.8837###-71.368
46.8873,-71.3629,46.8873###-71.3629
46.8905,-71.3593,46.8905###-71.3593
46.9104,-71.3712,46.9104###-71.3712
46.9062,-71.3656,46.9062###-71.3656
46.9054,-71.365,46.9054###-71.365
46.9052,-71.366,46.9052###-71.366
46.9114,-71.3719,46.9114###-71.3719
46.891,-71.3558,46.891###-71.3558
46.8623,-71.3676,46.8623###-71.3676
46.8633,-71.3691,46.8633###-71.3691
46.8633,-71.3696,46.8633###-71.3696
46.864,-71.3693,46.864###-71.3693
46.8677,-71.3743,46.8677###-71.3743
46.8755,-71.3728,46.8755###-71.3728
46.879,-71.3694,46.879###-71.3694
46.8686,-71.3747,46.8686###-71.3747
46.8689,-71.3735,46.8689###-71.3735
46.9044,-71.3641,46.9044###-71.3641
46.8816,-71.3695,46.8816###-71.3695
46.8942,-71.3585,46.8942###-71.3585
27.6957,-82.7355,27.6957###-82.7355
27.4341,-82.687,27.4341###-82.687
27.7212,-82.7415,27.7212###-82.7415
27.4656,-82.696,27.4656###-82.696
27.7235,-82.6823,27.7235###-82.6823
27.4965,-82.7124,27.4965###-82.7124
27.332,-82.5759,27.332###-82.5759
27.3335,-82.5759,27.3335###-82.5759
27.5342,-82.7338,27.5342###-82.7338
27.6811,-82.7201,27.6811###-82.7201
27.691,-82.7381,27.691###-82.7381
27.655,-82.7182,27.655###-82.7182
41.8277,-88.0527,41.8277###-88.0527
42.418,-88.3446,42.418###-88.3446
37.5937,-6.5511,37.5937###-6.5511
23.3321,86.3652,23.3321###86.3652
50.39,19.04,50.39###19.04
50.0405,-110.676,50.0405###-110.676
30.61,-96.34,30.61###-96.34
56.7396,10.0602,56.7396###10.0602
22.61,113.52,22.61###113.52
30.31,112.07,30.31###112.07
46.39,126.74,46.39###126.74
30.31,112.06,30.31###112.06
46.4,126.74,46.4###126.74
22.61,113.51,22.61###113.51
50.2533,127.461,50.2533###127.461
22.23,113.13,22.23###113.13
37.33,128.26,37.33###128.26
39.28,115.51,39.28###115.51
40.7997,-77.8629,40.7997###-77.8629
40.7423,-73.9745,40.7423###-73.9745
44.2,1.5,44.2###1.5
45.7,5.2,45.7###5.2
43.5,1.5,43.5###1.5
43.5,1.7,43.5###1.7
43.5,1.6,43.5###1.6
44.1,1.4,44.1###1.4
44.1,1.6,44.1###1.6
43.6,1.5,43.6###1.5
44.1,1.7,44.1###1.7
38.5357,-121.759,38.5357###-121.759
39.9499,-75.1939,39.9499###-75.1939
55.47,12.31,55.47###12.31
33.3728,126.535,33.3728###126.535
38.6,121.22,38.6###121.22
12.8221,80.2405,12.8221###80.2405
53.45,20.26,53.45###20.26
53.57,21.5,53.57###21.5
-6.15,39.43,-6.15###39.43
28.1342,-17.2789,28.1342###-17.2789
28.1328,-17.2769,28.1328###-17.2769
28.135,-17.2782,28.135###-17.2782
27.36,-90.57,27.36###-90.57
31.78,119.95,31.78###119.95
40.5828,-105.144,40.5828###-105.144
43.917,-69.6219,43.917###-69.6219
43.9948,-69.6486,43.9948###-69.6486
43.8826,-69.6616,43.8826###-69.6616
43.8293,-69.8133,43.8293###-69.8133
43.9353,-69.5766,43.9353###-69.5766
51.4666,4.071,51.4666###4.071
23.45,103.35,23.45###103.35
25.29,105.14,25.29###105.14
25.4,103.56,25.4###103.56
25.27,103.48,25.27###103.48
24.05,104.13,24.05###104.13
24.2,107.23,24.2###107.23
25,103.59,25###103.59
24.56,107.02,24.56###107.02
24.53,103.76,24.53###103.76
24.25,106.36,24.25###106.36
24.77,104.28,24.77###104.28
43.5901,125.23,43.5901###125.23
-34.52,-57.55,-34.52###-57.55
7.08,100.49,7.08###100.49
36.9393,-2.03348,36.9393###-2.03348
37.0095,-2.44246,37.0095###-2.44246
37.0108,-2.44187,37.0108###-2.44187
36.9211,-2.51048,36.9211###-2.51048
36.9207,-2.50777,36.9207###-2.50777
36.9221,-2.51146,36.9221###-2.51146
31.57,120.3,31.57###120.3
43.26,-79.92,43.26###-79.92
39.68,22.35,39.68###22.35
26.4455,115.042,26.4455###115.042
49.9062,19.0174,49.9062###19.0174
35.6762,139.65,35.6762###139.65
37.8199,-122.469,37.8199###-122.469
37.8037,-122.532,37.8037###-122.532
37.8103,-122.575,37.8103###-122.575
37.7961,-122.558,37.7961###-122.558
37.7814,-122.591,37.7814###-122.591
37.8174,-122.328,37.8174###-122.328
37.8109,-122.337,37.8109###-122.337
37.8031,-122.357,37.8031###-122.357
37.8037,-122.376,37.8037###-122.376
37.8096,-122.386,37.8096###-122.386
37.7597,-122.369,37.7597###-122.369
37.7431,-122.359,37.7431###-122.359
37.7858,-122.38,37.7858###-122.38
37.77,-122.374,37.77###-122.374
37.7916,-122.296,37.7916###-122.296
37.7935,-122.286,37.7935###-122.286
37.821,-122.432,37.821###-122.432
37.8161,-122.407,37.8161###-122.407
37.8482,-122.406,37.8482###-122.406
37.8122,-122.501,37.8122###-122.501
37.7977,-122.323,37.7977###-122.323
37.7918,-122.306,37.7918###-122.306
37.8001,-122.343,37.8001###-122.343
37.9006,-122.443,37.9006###-122.443
37.9163,-122.463,37.9163###-122.463
37.8802,-122.425,37.8802###-122.425
37.6915,-122.357,37.6915###-122.357
37.7266,-122.35,37.7266###-122.35
37.7125,-122.352,37.7125###-122.352
37.4241,-122.166,37.4241###-122.166
34.8062,-106.733,34.8062###-106.733
48.83,2.36,48.83###2.36
36.5537,101.411,36.5537###101.411
44.4759,-73.2121,44.4759###-73.2121
39.9708,116.763,39.9708###116.763
39.9076,116.781,39.9076###116.781
40.3377,116.796,40.3377###116.796
40.1295,116.671,40.1295###116.671
40.694,117.162,40.694###117.162
40.3476,116.817,40.3476###116.817
40.3695,116.836,40.3695###116.836
40.6504,117.178,40.6504###117.178
40.6125,116.796,40.6125###116.796
40.6317,116.775,40.6317###116.775
40.6801,117.127,40.6801###117.127
40.5649,116.802,40.5649###116.802
40.4077,116.847,40.4077###116.847
40.1023,116.732,40.1023###116.732
40.0462,116.765,40.0462###116.765
40.6544,116.775,40.6544###116.775
40.4378,116.996,40.4378###116.996
40.3906,116.911,40.3906###116.911
40.3477,116.837,40.3477###116.837
40.7298,116.624,40.7298###116.624
44.16,-80.39,44.16###-80.39
42.9607,-85.4955,42.9607###-85.4955
40.7697,-111.832,40.7697###-111.832
-32.616,-179.625,-32.616###-179.625
-34.8623,179.058,-34.8623###179.058
50.15,12.4,50.15###12.4
59.8559,23.267,59.8559###23.267
45.55,-73.73,45.55###-73.73
31.49,120.57,31.49###120.57
31.53,120.61,31.53###120.61
23.292,-65.083,23.292###-65.083
26.082,-64.197,26.082###-64.197
31.46,-53.697,31.46###-53.697
31.628,-41.415,31.628###-41.415
-40.3667,175.633,-40.3667###175.633
31.0323,121.468,31.0323###121.468
52.53,6.57,52.53###6.57
32.12,118.88,32.12###118.88
23.66,113.14,23.66###113.14
23.65,113.13,23.65###113.13
24.61,113.66,24.61###113.66
24.64,113.62,24.64###113.62
23.33,116.12,23.33###116.12
23.13,116.11,23.13###116.11
23.59,113.03,23.59###113.03
23.59,113.02,23.59###113.02
23.64,113.15,23.64###113.15
23.59,113.06,23.59###113.06
30.75,120.147,30.75###120.147
30.75,120.148,30.75###120.148
30.75,120.149,30.75###120.149
30.75,120.152,30.75###120.152
30.75,120.153,30.75###120.153
30.75,120.154,30.75###120.154
30.75,120.157,30.75###120.157
30.75,120.15,30.75###120.15
30.75,120.151,30.75###120.151
30.75,120.155,30.75###120.155
30.75,120.156,30.75###120.156
30.75,120.158,30.75###120.158
32.493,35.351,32.493###35.351
44.6247,86.1397,44.6247###86.1397
34.49,75.49,34.49###75.49
27.37,-109.93,27.37###-109.93
41.8243,123.564,41.8243###123.564
28.45,115.56,28.45###115.56
28.45,115.55,28.45###115.55
28.45,115.58,28.45###115.58
28.45,115.57,28.45###115.57
28.45,115.52,28.45###115.52
28.45,115.51,28.45###115.51
28.45,115.54,28.45###115.54
28.45,115.53,28.45###115.53
28.49,115.59,28.49###115.59
28.49,115.58,28.49###115.58
28.49,115.57,28.49###115.57
28.49,115.56,28.49###115.56
28.49,115.55,28.49###115.55
28.49,115.54,28.49###115.54
28.49,115.53,28.49###115.53
28.44,115.61,28.44###115.61
28.44,115.62,28.44###115.62
28.44,115.63,28.44###115.63
28.44,115.57,28.44###115.57
28.44,115.58,28.44###115.58
28.44,115.59,28.44###115.59
28.44,115.6,28.44###115.6
28.45,115.59,28.45###115.59
28.45,115.6,28.45###115.6
28.44,115.48,28.44###115.48
28.44,115.5,28.44###115.5
28.44,115.51,28.44###115.51
28.44,115.52,28.44###115.52
28.44,115.53,28.44###115.53
28.44,115.54,28.44###115.54
28.44,115.55,28.44###115.55
28.44,115.56,28.44###115.56
28.48,115.57,28.48###115.57
28.49,115.48,28.49###115.48
28.48,115.55,28.48###115.55
28.48,115.56,28.48###115.56
28.49,115.51,28.49###115.51
28.49,115.52,28.49###115.52
28.49,115.49,28.49###115.49
28.49,115.5,28.49###115.5
28.47,115.57,28.47###115.57
28.48,115.48,28.48###115.48
28.47,115.55,28.47###115.55
28.47,115.56,28.47###115.56
28.48,115.51,28.48###115.51
28.48,115.52,28.48###115.52
28.48,115.49,28.48###115.49
28.48,115.5,28.48###115.5
28.48,115.53,28.48###115.53
28.48,115.54,28.48###115.54
28.46,115.57,28.46###115.57
28.46,115.56,28.46###115.56
28.46,115.58,28.46###115.58
28.46,115.54,28.46###115.54
28.47,115.52,28.47###115.52
28.46,115.55,28.46###115.55
37.26,127.02,37.26###127.02
34.78,-115.63,34.78###-115.63
35.19,-115.87,35.19###-115.87
34.1,-115.45,34.1###-115.45
34.89,-115.69,34.89###-115.69
28.58,109.48,28.58###109.48
28.58,109.49,28.58###109.49
28.58,109.5,28.58###109.5
28.58,109.51,28.58###109.51
28.58,109.52,28.58###109.52
28.58,109.53,28.58###109.53
28.58,109.54,28.58###109.54
28.53,109.5,28.53###109.5
28.58,109.47,28.58###109.47
28.58,109.46,28.58###109.46
28.55,109.54,28.55###109.54
28.54,109.53,28.54###109.53
46.3,-73.58,46.3###-73.58
31.2304,121.474,31.2304###121.474
44.23,-76.49,44.23###-76.49
27.01,94.22,27.01###94.22
27.31,94.45,27.31###94.45
-71.4914,-3.23626,-71.4914###-3.23626
27.85,106.38,27.85###106.38
51.2431,-0.5895,51.2431###-0.5895
49.1913,-122.849,49.1913###-122.849
38.41,-110.78,38.41###-110.78
41.3421,-77.3998,41.3421###-77.3998
41.7895,-77.3768,41.7895###-77.3768
41.6139,-77.5074,41.6139###-77.5074
41.3294,-77.3445,41.3294###-77.3445
41.7912,-77.4047,41.7912###-77.4047
41.5526,-77.6158,41.5526###-77.6158
41.1738,-78.2411,41.1738###-78.2411
41.6141,-77.8807,41.6141###-77.8807
41.3733,-78.2744,41.3733###-78.2744
41.4496,-77.4274,41.4496###-77.4274
41.4191,-77.0473,41.4191###-77.0473
41.3562,-76.8445,41.3562###-76.8445
41.6938,-77.809,41.6938###-77.809
41.6547,-77.1952,41.6547###-77.1952
41.4519,-77.0199,41.4519###-77.0199
41.4022,-77.4786,41.4022###-77.4786
41.8085,-77.318,41.8085###-77.318
41.2435,-77.6094,41.2435###-77.6094
41.7413,-77.4975,41.7413###-77.4975
41.5774,-78.0006,41.5774###-78.0006
41.3539,-77.3626,41.3539###-77.3626
41.675,-77.0788,41.675###-77.0788
41.1786,-77.5771,41.1786###-77.5771
41.3669,-76.9115,41.3669###-76.9115
41.2871,-77.3247,41.2871###-77.3247
21.02,110.75,21.02###110.75
21.02,110.74,21.02###110.74
21.02,110.77,21.02###110.77
21.02,110.76,21.02###110.76
21.02,110.79,21.02###110.79
21.02,110.78,21.02###110.78
21.02,110.81,21.02###110.81
21.02,110.8,21.02###110.8
21.02,110.83,21.02###110.83
21.02,110.82,21.02###110.82
21.02,110.54,21.02###110.54
21.02,110.55,21.02###110.55
21.02,110.56,21.02###110.56
21.02,110.57,21.02###110.57
21.02,110.58,21.02###110.58
21.02,110.59,21.02###110.59
21.02,110.6,21.02###110.6
21.02,110.61,21.02###110.61
21.02,110.62,21.02###110.62
21.02,110.63,21.02###110.63
21.02,110.68,21.02###110.68
21.02,110.69,21.02###110.69
21.02,110.7,21.02###110.7
21.02,110.71,21.02###110.71
21.02,110.64,21.02###110.64
21.02,110.65,21.02###110.65
21.02,110.66,21.02###110.66
21.02,110.67,21.02###110.67
21.02,110.72,21.02###110.72
21.02,110.73,21.02###110.73
-33.4599,-70.8143,-33.4599###-70.8143
34.14,107.59,34.14###107.59
1.33322,103.756,1.33322###103.756
23.34,104.26,23.34###104.26
30.445,-84.3024,30.445###-84.3024
61.92,25.75,61.92###25.75
40.056,-88.2011,40.056###-88.2011
40.4655,87.1318,40.4655###87.1318
40.3389,81.185,40.3389###81.185
39.9201,79.1283,39.9201###79.1283
44.5825,82.4104,44.5825###82.4104
48.7645,2.17363,48.7645###2.17363
50.9563,6.86095,50.9563###6.86095
22.4512,113.873,22.4512###113.873
22.4024,113.754,22.4024###113.754
22.1102,113.616,22.1102###113.616
22.4072,113.768,22.4072###113.768
22.2103,113.801,22.2103###113.801
22.5282,113.749,22.5282###113.749
22.7377,113.649,22.7377###113.649
21.7591,114.005,21.7591###114.005
22.4395,114.449,22.4395###114.449
21.8548,113.956,21.8548###113.956
21.9911,113.898,21.9911###113.898
22.1339,113.795,22.1339###113.795
22.3024,114.112,22.3024###114.112
21.2664,113.418,21.2664###113.418
22.3633,113.638,22.3633###113.638
22.6246,113.757,22.6246###113.757
22.6019,113.706,22.6019###113.706
21.8198,113.119,21.8198###113.119
21.6951,113.189,21.6951###113.189
22.7798,113.637,22.7798###113.637
23.0631,113.485,23.0631###113.485
22.1605,113.714,22.1605###113.714
22.2046,113.801,22.2046###113.801
26.2756,107.455,26.2756###107.455
49.014,8.427,49.014###8.427
41.09,-101.89,41.09###-101.89
-1.80889,36.0597,-1.80889###36.0597
-1.35,38,-1.35###38
-2.35527,38.1907,-2.35527###38.1907
-0.482379,37.5821,-0.482379###37.5821
-0.713733,37.1181,-0.713733###37.1181
41.4,2.17,41.4###2.17
30.54,103.48,30.54###103.48
19.14,-98.02,19.14###-98.02
48.2245,11.5921,48.2245###11.5921
33.08,107.07,33.08###107.07
32.63,109.09,32.63###109.09
30.86,106.12,30.86###106.12
30.21,105.57,30.21###105.57
42.72,125.92,42.72###125.92
38.31,106.22,38.31###106.22
45.6,123.18,45.6###123.18
43.53,123.77,43.53###123.77
47.95,125.89,47.95###125.89
32.23,106.38,32.23###106.38
29.8,118.26,29.8###118.26
18.3,109.45,18.3###109.45
48.14,126.99,48.14###126.99
25.44,102.83,25.44###102.83
24.28,102.5,24.28###102.5
47.62,123.08,47.62###123.08
43.5,124.23,43.5###124.23
43.01,125.33,43.01###125.33
46.65,124.84,46.65###124.84
48.35,124.7,48.35###124.7
29.4,105.85,29.4###105.85
29.39,105.82,29.39###105.82
26.21,117.68,26.21###117.68
26.9,120.03,26.9###120.03
27.63,118.12,27.63###118.12
23.39,113.43,23.39###113.43
24.53,115.81,24.53###115.81
22.84,114.8,22.84###114.8
23.14,112.89,23.14###112.89
23.34,116.4,23.34###116.4
23.8,111.88,23.8###111.88
25.01,110.12,25.01###110.12
25.11,117.02,25.11###117.02
25.71,119.41,25.71###119.41
32.84,110.84,32.84###110.84
32.3,112.24,32.3###112.24
28.64,120.16,28.64###120.16
29.9,114.24,29.9###114.24
34.87,114.33,34.87###114.33
34.26,115.7,34.26###115.7
32.49,114.35,32.49###114.35
32.07,114.05,32.07###114.05
39.55,115.9,39.55###115.9
39.07,116.54,39.07###116.54
40.09,116.21,40.09###116.21
31.08,104.39,31.08###104.39
38.93,117.41,38.93###117.41
36.58,104.68,36.58###104.68
45.09,124.73,45.09###124.73
42.89,129.39,42.89###129.39
43.69,123.88,43.69###123.88
43.46,124.74,43.46###124.74
30.28,119.81,30.28###119.81
32.43,104.7,32.43###104.7
34.34,117.22,34.34###117.22
33.53,119.03,33.53###119.03
34.66,119.15,34.66###119.15
34.38,118.28,34.38###118.28
28.91,118.92,28.91###118.92
31.91,119.48,31.91###119.48
29.04,111.63,29.04###111.63
30.17,116.88,30.17###116.88
31.03,118,31.03###118
46.61,126.98,46.61###126.98
31.75,116.61,31.75###116.61
25.27,99.91,25.27###99.91
32.69,116.12,32.69###116.12
32.61,117.12,32.61###117.12
27.98,116.39,27.98###116.39
45.07,127.06,45.07###127.06
41.51,122.83,41.51###122.83
39.62,121.68,39.62###121.68
41.27,123.22,41.27###123.22
42.08,121.77,42.08###121.77
40.46,124.14,40.46###124.14
41.1,121.28,41.1###121.28
47.14,123.83,47.14###123.83
40.95,122.08,40.95###122.08
44.35,129.49,44.35###129.49
28.89,121.25,28.89###121.25
45.55,126.64,45.55###126.64
27.5,112.13,27.5###112.13
27.47,109.95,27.47###109.95
27.78,113.06,27.78###113.06
27.38,112.01,27.38###112.01
43.86,125.28,43.86###125.28
30.59,103.88,30.59###103.88
29.87,106.39,29.87###106.39
26.85,112.76,26.85###112.76
25.66,112.31,25.66###112.31
30.48,114.32,30.48###114.32
29.72,113.2,29.72###113.2
43.13,126.24,43.13###126.24
28.86,105.31,28.86###105.31
28.84,105.64,28.84###105.64
28.41,115.33,28.41###115.33
36.45,114.43,36.45###114.43
29.44,115.82,29.44###115.82
29.72,115.82,29.72###115.82
36.71,117.09,36.71###117.09
35.66,118.84,35.66###118.84
35.3,117.37,35.3###117.37
29.93,121.77,29.93###121.77
42.25,123.81,42.25###123.81
27.71,106.3,27.71###106.3
26.53,107.86,26.53###107.86
21.7,109.19,21.7###109.19
45.1,124.88,45.1###124.88
30.1,120.66,30.1###120.66
35.56,110.53,35.56###110.53
37.55,118.77,37.55###118.77
37.03,117.23,37.03###117.23
29.79,105.01,29.79###105.01
30.06,104.1,30.06###104.1
34.26,108.05,34.26###108.05
27.28,108.98,27.28###108.98
28.25,121.02,28.25###121.02
18.45,108.89,18.45###108.89
26.66,106.57,26.66###106.57
28.79,115.75,28.79###115.75
29.22,117.07,29.22###117.07
20.03,110.43,20.03###110.43
24.95,118.7,24.95###118.7
40.7,120.79,40.7###120.79
41.77,120.46,41.77###120.46
36.44,120.32,36.44###120.32
23.49,120.39,23.49###120.39
23.51,120.38,23.51###120.38
23.48,120.39,23.48###120.39
33.42,73.37,33.42###73.37
33.7102,73.063,33.7102###73.063
33.2388,73.7627,33.2388###73.7627
2.4,102.117,2.4###102.117
4.51667,101.367,4.51667###101.367
40.81,-96.7,40.81###-96.7
36.72,-121.68,36.72###-121.68
36.35,-121.29,36.35###-121.29
36.12,-121.08,36.12###-121.08
28.23,115,28.23###115
29.35,113.14,29.35###113.14
45.77,126.64,45.77###126.64
31.8,119.97,31.8###119.97
31.21,121.52,31.21###121.52
36.98,117.22,36.98###117.22
23.71,113.76,23.71###113.76
31.86,117.83,31.86###117.83
32.08,117.34,32.08###117.34
29.7,116,29.7###116
31.3,120.59,31.3###120.59
27.14,115,27.14###115
33.61,119.01,33.61###119.01
32.63,117.01,32.63###117.01
31.72,118.37,31.72###118.37
29.88,121.55,29.88###121.55
32.2,119.43,32.2###119.43
30.03,120.58,30.03###120.58
28.89,118.9,28.89###118.9
31.86,117.82,31.86###117.82
25.43,119,25.43###119
31.39,107.71,31.39###107.71
26.43,118.01,26.43###118.01
31.28,120.59,31.28###120.59
32.05,112.84,32.05###112.84
36.41,94.9,36.41###94.9
23.01,113.75,23.01###113.75
30.74,120.77,30.74###120.77
31.05,120.99,31.05###120.99
47.307,8.577,47.307###8.577
47.353,8.545,47.353###8.545
47.243,8.689,47.243###8.689
47.224,8.758,47.224###8.758
47.267,8.614,47.267###8.614
47.221,8.93,47.221###8.93
47.213,8.882,47.213###8.882
47.209,8.824,47.209###8.824
20.05,-102.61,20.05###-102.61
20.04,-102.61,20.04###-102.61
20.06,-102.61,20.06###-102.61
32.4153,-110.724,32.4153###-110.724
32.5553,-110.841,32.5553###-110.841
32.4503,-110.742,32.4503###-110.742
39.7004,-77.3743,39.7004###-77.3743
38.7241,-75.9606,38.7241###-75.9606
39.5475,-77.4936,39.5475###-77.4936
39.5874,-77.4894,39.5874###-77.4894
39.6867,-78.4557,39.6867###-78.4557
39.6624,-78.486,39.6624###-78.486
39.6641,-78.5076,39.6641###-78.5076
38.6519,-76.9767,38.6519###-76.9767
38.6527,-76.9125,38.6527###-76.9125
38.5428,-77.1858,38.5428###-77.1858
39.3477,-76.916,39.3477###-76.916
38.4141,-75.5926,38.4141###-75.5926
38.3837,-75.5874,38.3837###-75.5874
38.4756,-77.1736,38.4756###-77.1736
38.5013,-77.0902,38.5013###-77.0902
39.201,-76.7431,39.201###-76.7431
39.2472,-76.6659,39.2472###-76.6659
38.2636,-75.4618,38.2636###-75.4618
39.5272,-77.0165,39.5272###-77.0165
39.4406,-76.8642,39.4406###-76.8642
38.5822,-77.0977,38.5822###-77.0977
39.5372,-77.7636,39.5372###-77.7636
39.5012,-77.7796,39.5012###-77.7796
39.2386,-77.0684,39.2386###-77.0684
39.6583,-77.5453,39.6583###-77.5453
39.0506,-75.8109,39.0506###-75.8109
39.4704,-77.4148,39.4704###-77.4148
39.1277,-75.7539,39.1277###-75.7539
39.6686,-76.8569,39.6686###-76.8569
39.61,-76.8025,39.61###-76.8025
39.1695,-76.972,39.1695###-76.972
39.5458,-78.9056,39.5458###-78.9056
38.5111,-77.0291,38.5111###-77.0291
39.6538,-78.4076,39.6538###-78.4076
39.548,-79.0657,39.548###-79.0657
38.6553,-76.9816,38.6553###-76.9816
38.5393,-77.17,38.5393###-77.17
38.6285,-77.0796,38.6285###-77.0796
39.3905,-79.1953,39.3905###-79.1953
39.3931,-79.2027,39.3931###-79.2027
39.5412,-79.2135,39.5412###-79.2135
39.6425,-79.0217,39.6425###-79.0217
38.5639,-76.7601,38.5639###-76.7601
39.2553,-76.7674,39.2553###-76.7674
39.5993,-79.0669,39.5993###-79.0669
39.3897,-77.4754,39.3897###-77.4754
39.4768,-76.9956,39.4768###-76.9956
39.1873,-76.8614,39.1873###-76.8614
39.1935,-76.219,39.1935###-76.219
39.3185,-76.9192,39.3185###-76.9192
38.33,-75.6049,38.33###-75.6049
39.0875,-76.095,39.0875###-76.095
39.3125,-77.1731,39.3125###-77.1731
38.6285,-77.0899,38.6285###-77.0899
38.6591,-76.9366,38.6591###-76.9366
38.5085,-77.2001,38.5085###-77.2001
39.3969,-79.2123,39.3969###-79.2123
38.3666,-76.7372,38.3666###-76.7372
38.4839,-77.0859,38.4839###-77.0859
38.4038,-77.1935,38.4038###-77.1935
38.2495,-75.4925,38.2495###-75.4925
39.4395,-76.6984,39.4395###-76.6984
38.7625,-76.7237,38.7625###-76.7237
39.6292,-77.9682,39.6292###-77.9682
39.5036,-79.1557,39.5036###-79.1557
39.646,-79.017,39.646###-79.017
39.2877,-75.7836,39.2877###-75.7836
38.8252,-75.9787,38.8252###-75.9787
39.4293,-76.7188,39.4293###-76.7188
39.4805,-76.6983,39.4805###-76.6983
39.6093,-77.4341,39.6093###-77.4341
39.4687,-77.4173,39.4687###-77.4173
38.42,-75.5022,38.42###-75.5022
38.8267,-76.6938,38.8267###-76.6938
39.3642,-77.4138,39.3642###-77.4138
39.3813,-77.4514,39.3813###-77.4514
