y,x,lat_lon1
37.27,111.42,37.27###111.42
37.27,111.141,37.27###111.141
37.27,111.14,37.27###111.14
37.27,111.41,37.27###111.41
37.27,111.139,37.27###111.139
37.27,111.138,37.27###111.138
37.27,111.137,37.27###111.137
37.27,111.136,37.27###111.136
37.27,111.135,37.27###111.135
37.27,111.134,37.27###111.134
37.27,111.133,37.27###111.133
37.27,111.132,37.27###111.132
37.27,111.131,37.27###111.131
37.27,111.129,37.27###111.129
37.27,111.128,37.27###111.128
37.27,111.127,37.27###111.127
37.27,111.126,37.27###111.126
37.27,111.125,37.27###111.125
37.27,111.124,37.27###111.124
37.27,111.123,37.27###111.123
37.27,111.122,37.27###111.122
37.27,111.121,37.27###111.121
37.27,111.12,37.27###111.12
37.27,111.39,37.27###111.39
37.27,111.119,37.27###111.119
37.27,111.13,37.27###111.13
37.27,111.4,37.27###111.4
37.27,111.31,37.27###111.31
37.27,111.3,37.27###111.3
29.02,79.49,29.02###79.49
39.0833,-86.4667,39.0833###-86.4667
-13.9363,-38.9274,-13.9363###-38.9274
57.3497,-111.836,57.3497###-111.836
32.15,118.95,32.15###118.95
41.8362,-86.63,41.8362###-86.63
42.0853,-86.3588,42.0853###-86.3588
22.66,88.86,22.66###88.86
45.46,-3.04,45.46###-3.04
38.0385,-4.05,38.0385###-4.05
40.7128,-74.006,40.7128###-74.006
40.0538,-105.622,40.0538###-105.622
40.0553,-105.62,40.0553###-105.62
40.0464,-105.604,40.0464###-105.604
40.051,-105.606,40.051###-105.606
40.05,-105.606,40.05###-105.606
40.2803,-105.666,40.2803###-105.666
40.0532,-105.625,40.0532###-105.625
40.0521,-105.63,40.0521###-105.63
40.0558,-105.617,40.0558###-105.617
40.051,-105.632,40.051###-105.632
40.2799,-105.667,40.2799###-105.667
40.1921,-105.664,40.1921###-105.664
40.1926,-105.669,40.1926###-105.669
40.1919,-105.667,40.1919###-105.667
40.1919,-105.67,40.1919###-105.67
40.1919,-105.662,40.1919###-105.662
40.1919,-105.661,40.1919###-105.661
40.1918,-105.661,40.1918###-105.661
40.2392,-105.643,40.2392###-105.643
40.2791,-105.668,40.2791###-105.668
40.241,-105.646,40.241###-105.646
40.2406,-105.645,40.2406###-105.645
40.2379,-105.642,40.2379###-105.642
40.2377,-105.641,40.2377###-105.641
40.2384,-105.642,40.2384###-105.642
40.2782,-105.67,40.2782###-105.67
40.2823,-105.665,40.2823###-105.665
40.0452,-105.602,40.0452###-105.602
-34.1273,150.739,-34.1273###150.739
-33.8832,151.201,-33.8832###151.201
38.86,-77.4136,38.86###-77.4136
-25.78,25.61,-25.78###25.61
54.8265,25.1351,54.8265###25.1351
45.2,0.73,45.2###0.73
43.3,-0.62,43.3###-0.62
47.9,1.9,47.9###1.9
44.48,-0.5,44.48###-0.5
43.6,2.25,43.6###2.25
45.78,3.08,45.78###3.08
-25.78,25.63,-25.78###25.63
-25.78,25.64,-25.78###25.64
-25.79,25.62,-25.79###25.62
56.8672,-4.69613,56.8672###-4.69613
37.5326,127.025,37.5326###127.025
35.9768,-105.992,35.9768###-105.992
31.51,120.14,31.51###120.14
40.4406,-79.9959,40.4406###-79.9959
45.37,-72.57,45.37###-72.57
30.37,114.2,30.37###114.2
22.54,114.06,22.54###114.06
42.2821,-83.7339,42.2821###-83.7339
37.055,126.931,37.055###126.931
36.1262,128.197,36.1262###128.197
37.57,126.57,37.57###126.57
45.62,12.9401,45.62###12.9401
45.6203,12.9393,45.6203###12.9393
45.6204,12.9387,45.6204###12.9387
45.6206,12.9379,45.6206###12.9379
45.6201,12.9397,45.6201###12.9397
45.6213,12.9367,45.6213###12.9367
45.6252,12.9347,45.6252###12.9347
53.0405,11.6432,53.0405###11.6432
42.2808,-83.743,42.2808###-83.743
43.6639,-1.46499,43.6639###-1.46499
43.655,-1.46361,43.655###-1.46361
43.638,-1.73039,43.638###-1.73039
43.6367,-1.73138,43.6367###-1.73138
43.6361,-1.72972,43.6361###-1.72972
43.6108,-1.68944,43.6108###-1.68944
43.6683,-1.66833,43.6683###-1.66833
43.663,-1.45972,43.663###-1.45972
43.665,-1.60388,43.665###-1.60388
43.6578,-1.58083,43.6578###-1.58083
43.7044,-1.56416,43.7044###-1.56416
43.6628,-1.5525,43.6628###-1.5525
43.6594,-1.55167,43.6594###-1.55167
43.6817,-1.54583,43.6817###-1.54583
43.6628,-1.53388,43.6628###-1.53388
43.665,-1.50361,43.665###-1.50361
43.6583,-1.49861,43.6583###-1.49861
43.6622,-1.47361,43.6622###-1.47361
43.6629,-1.48808,43.6629###-1.48808
43.6592,-1.45972,43.6592###-1.45972
43.6603,-1.46944,43.6603###-1.46944
43.6672,-1.46833,43.6672###-1.46833
-13.5016,-39.0159,-13.5016###-39.0159
25.144,101.815,25.144###101.815
25.144,101.814,25.144###101.814
25.144,101.813,25.144###101.813
25.144,101.812,25.144###101.812
25.144,101.811,25.144###101.811
25.081,101.245,25.081###101.245
25.436,100.121,25.436###100.121
25.436,100.119,25.436###100.119
25.436,100.118,25.436###100.118
25.436,100.117,25.436###100.117
25.436,100.116,25.436###100.116
25.574,100.092,25.574###100.092
25.574,100.091,25.574###100.091
25.574,100.089,25.574###100.089
25.574,100.088,25.574###100.088
25.574,100.087,25.574###100.087
25.081,101.244,25.081###101.244
32.051,118.891,32.051###118.891
32.051,118.889,32.051###118.889
32.051,118.888,32.051###118.888
32.051,118.887,32.051###118.887
25.144,101.816,25.144###101.816
25.081,101.251,25.081###101.251
25.081,101.249,25.081###101.249
25.081,101.248,25.081###101.248
25.081,101.247,25.081###101.247
25.081,101.246,25.081###101.246
25.081,101.243,25.081###101.243
25.436,100.115,25.436###100.115
25.436,100.114,25.436###100.114
25.436,100.113,25.436###100.113
25.436,100.112,25.436###100.112
25.436,100.111,25.436###100.111
25.574,100.086,25.574###100.086
25.574,100.085,25.574###100.085
25.574,100.084,25.574###100.084
25.574,100.083,25.574###100.083
25.574,100.082,25.574###100.082
25.081,101.242,25.081###101.242
25.081,101.241,25.081###101.241
22.52,113.92,22.52###113.92
25.1301,121.57,25.1301###121.57
39.1,117.1,39.1###117.1
67.05,62.95,67.05###62.95
40.0517,-105.638,40.0517###-105.638
40.0474,-105.604,40.0474###-105.604
22.7226,120.511,22.7226###120.511
28.56,-88.7038,28.56###-88.7038
28.7235,-88.484,28.7235###-88.484
28.695,-88.4336,28.695###-88.4336
32.004,105.493,32.004###105.493
28.7375,-88.3837,28.7375###-88.3837
28.7372,-88.3799,28.7372###-88.3799
28.7744,-88.521,28.7744###-88.521
28.8565,-88.4845,28.8565###-88.4845
28.8405,-88.5048,28.8405###-88.5048
27.37,-90.571,27.37###-90.571
28.7121,-88.3241,28.7121###-88.3241
28.7387,-88.3662,28.7387###-88.3662
28.6819,-88.3098,28.6819###-88.3098
28.7067,-88.3569,28.7067###-88.3569
28.6509,-88.6185,28.6509###-88.6185
28.96,103.98,28.96###103.98
43.01,-81.27,43.01###-81.27
28.25,116.93,28.25###116.93
33.25,115.6,33.25###115.6
35.9396,-83.943,35.9396###-83.943
-37.85,144.95,-37.85###144.95
23.48,120.47,23.48###120.47
-2.14,-58.99,-2.14###-58.99
11.2,76.35,11.2###76.35
16.5441,100.211,16.5441###100.211
13.5774,100.442,13.5774###100.442
45.54,-73.72,45.54###-73.72
25.045,121.614,25.045###121.614
46.76,17.24,46.76###17.24
-66.17,100.47,-66.17###100.47
-69.23,76.23,-69.23###76.23
60.8,23.49,60.8###23.49
37.4,13.02,37.4###13.02
29.32,106.54,29.32###106.54
29.32,106.53,29.32###106.53
29.32,106.52,29.32###106.52
29.32,106.51,29.32###106.51
29.32,106.5,29.32###106.5
29.32,106.49,29.32###106.49
29.32,106.48,29.32###106.48
29.32,106.47,29.32###106.47
29.32,106.56,29.32###106.56
29.32,106.55,29.32###106.55
29.32,106.46,29.32###106.46
29.32,106.45,29.32###106.45
59.51,17.38,59.51###17.38
19.6105,-93.5013,19.6105###-93.5013
19.1711,-94.299,19.1711###-94.299
25.6414,-94.9955,25.6414###-94.9955
25.641,-95.2498,25.641###-95.2498
25.6381,-94.5803,25.6381###-94.5803
25.6392,-96.2498,25.6392###-96.2498
25.6408,-95.2516,25.6408###-95.2516
25.8797,-94.6686,25.8797###-94.6686
24.4456,-94.2437,24.4456###-94.2437
19.9311,-94.3407,19.9311###-94.3407
19.612,-94.0799,19.612###-94.0799
19.0477,-94.0015,19.0477###-94.0015
19.1631,-93.6042,19.1631###-93.6042
20.7271,-94.7435,20.7271###-94.7435
20.6018,-94.2894,20.6018###-94.2894
20.0202,-93.7693,20.0202###-93.7693
25.8805,-95.1202,25.8805###-95.1202
25.8797,-95.8399,25.8797###-95.8399
44.6379,11.4226,44.6379###11.4226
25.8917,-95.5356,25.8917###-95.5356
20.6018,-94.2958,20.6018###-94.2958
25.8823,-95.5487,25.8823###-95.5487
19.6105,-93.498,19.6105###-93.498
25.6398,-95.0005,25.6398###-95.0005
25.641,-95.2478,25.641###-95.2478
25.6328,-95.5854,25.6328###-95.5854
25.6408,-95.8692,25.6408###-95.8692
25.6409,-95.8703,25.6409###-95.8703
25.8809,-95.841,25.8809###-95.841
25.8691,-94.6999,25.8691###-94.6999
25.8805,-95.1186,25.8805###-95.1186
11.4597,107.36,11.4597###107.36
11.4611,107.346,11.4611###107.346
11.4319,107.43,11.4319###107.43
11.4014,107.375,11.4014###107.375
11.4064,107.407,11.4064###107.407
40.57,14.07,40.57###14.07
23.6731,-100.611,23.6731###-100.611
23.6394,-100.639,23.6394###-100.639
38.049,114.44,38.049###114.44
38.052,114.45,38.052###114.45
38.05,114.41,38.05###114.41
38.051,114.44,38.051###114.44
38.05,114.42,38.05###114.42
38.054,114.39,38.054###114.39
38.051,114.39,38.051###114.39
38.049,114.46,38.049###114.46
38.053,114.42,38.053###114.42
38.053,114.43,38.053###114.43
38.052,114.43,38.052###114.43
38.054,114.43,38.054###114.43
38.053,114.44,38.053###114.44
38.047,114.42,38.047###114.42
38.05,114.43,38.05###114.43
38.051,114.47,38.051###114.47
38.052,114.46,38.052###114.46
38.053,114.41,38.053###114.41
38.054,114.41,38.054###114.41
38.053,114.39,38.053###114.39
38.049,114.42,38.049###114.42
38.054,114.44,38.054###114.44
38.053,114.46,38.053###114.46
38.05,114.47,38.05###114.47
38.051,114.43,38.051###114.43
38.048,114.45,38.048###114.45
38.05,114.46,38.05###114.46
38.05,114.45,38.05###114.45
38.049,114.45,38.049###114.45
38.048,114.41,38.048###114.41
38.049,114.41,38.049###114.41
38.049,114.43,38.049###114.43
38.047,114.44,38.047###114.44
43.02,-81.28,43.02###-81.28
33.379,-114.197,33.379###-114.197
33.7212,-113.922,33.7212###-113.922
34.0575,-114.308,34.0575###-114.308
34.0576,-114.308,34.0576###-114.308
33.3788,-114.197,33.3788###-114.197
33.7507,-114.204,33.7507###-114.204
33.3789,-114.197,33.3789###-114.197
45.3784,-71.9308,45.3784###-71.9308
22.5288,114.03,22.5288###114.03
12.52,80.15,12.52###80.15
26.05,74.02,26.05###74.02
-9.017,160.218,-9.017###160.218
33.32,-117.02,33.32###-117.02
35.9132,-79.0558,35.9132###-79.0558
48.22,16.35,48.22###16.35
41.68,-8.82,41.68###-8.82
39.55,116.23,39.55###116.23
25.02,102.42,25.02###102.42
-33.6,150.75,-33.6###150.75
30.5558,114.411,30.5558###114.411
48.4,11.75,48.4###11.75
55.323,11.364,55.323###11.364
59.9419,41.2654,59.9419###41.2654
59.9487,41.2812,59.9487###41.2812
59.9491,41.2832,59.9491###41.2832
60.7754,36.8261,60.7754###36.8261
60.7691,36.8252,60.7691###36.8252
60.7746,36.8268,60.7746###36.8268
60.7695,36.8258,60.7695###36.8258
60.7749,36.8265,60.7749###36.8265
60.7688,36.8244,60.7688###36.8244
59.9425,41.2638,59.9425###41.2638
59.9421,41.2649,59.9421###41.2649
59.9497,41.2831,59.9497###41.2831
54.1606,10.4341,54.1606###10.4341
38.7933,22.5286,38.7933###22.5286
41.8,-87.6,41.8###-87.6
43.0485,-89.42,43.0485###-89.42
-22.62,-47.61,-22.62###-47.61
51.45,-0.74,51.45###-0.74
-22.59,-47.6,-22.59###-47.6
-22.73,-48.02,-22.73###-48.02
-22.7,-47.62,-22.7###-47.62
-22.61,-47.63,-22.61###-47.63
-22.74,-47.96,-22.74###-47.96
29.3852,111.024,29.3852###111.024
46.0411,-89.6861,46.0411###-89.6861
-3.97588,-73.427,-3.97588###-73.427
-3.97265,-73.4318,-3.97265###-73.4318
-3.96495,-73.4361,-3.96495###-73.4361
-23.5,29.24,-23.5###29.24
-23.54,29.27,-23.54###29.27
45.24,87.6,45.24###87.6
28.5,-81.43,28.5###-81.43
33.2,-84.28,33.2###-84.28
35.59,116.98,35.59###116.98
35.59,116.97,35.59###116.97
35.59,116.96,35.59###116.96
37.41,118.84,37.41###118.84
37.41,118.83,37.41###118.83
37.41,118.82,37.41###118.82
37.47,118.63,37.47###118.63
37.47,118.62,37.47###118.62
37.47,118.61,37.47###118.61
38.574,102.985,38.574###102.985
-24.47,-65.25,-24.47###-65.25
40.35,81.24,40.35###81.24
40.31,81.2,40.31###81.2
40.3,81.23,40.3###81.23
40.33,81.18,40.33###81.18
44.98,-93.18,44.98###-93.18
43.4,144.64,43.4###144.64
39.51,-0.3,39.51###-0.3
30.3,120.1,30.3###120.1
49.2265,46.6166,49.2265###46.6166
30.967,121.396,30.967###121.396
40.53,81.32,40.53###81.32
40.52,81.3,40.52###81.3
40.63,81.88,40.63###81.88
40.62,81.78,40.62###81.78
40.62,81.32,40.62###81.32
40.6,81.33,40.6###81.33
30.64,76.88,30.64###76.88
13.8727,39.7403,13.8727###39.7403
13.9309,38.6977,13.9309###38.6977
-19.4658,-45.2873,-19.4658###-45.2873
29.5032,-89.6411,29.5032###-89.6411
29.5314,-89.6274,29.5314###-89.6274
29.4544,-89.7701,29.4544###-89.7701
29.4542,-89.7699,29.4542###-89.7699
29.4554,-89.759,29.4554###-89.759
29.3044,-90.5658,29.3044###-90.5658
-20.1012,-45.4293,-20.1012###-45.4293
-20.2119,-46.1718,-20.2119###-46.1718
35.9408,-84.3361,35.9408###-84.3361
-20.1439,-46.2663,-20.1439###-46.2663
37.27,126.56,37.27###126.56
37.16,117.48,37.16###117.48
55.43,4.46,55.43###4.46
55.43,4.44,55.43###4.44
55.43,4.47,55.43###4.47
55.42,4.48,55.42###4.48
55.42,4.47,55.42###4.47
55.43,4.38,55.43###4.38
55.43,4.48,55.43###4.48
55.44,4.48,55.44###4.48
55.43,4.51,55.43###4.51
55.43,4.49,55.43###4.49
56.01,5.02,56.01###5.02
55.28,5.05,55.28###5.05
55.28,5.03,55.28###5.03
55.28,5.06,55.28###5.06
55.28,5.04,55.28###5.04
55.27,5.06,55.27###5.06
55.26,4.57,55.26###4.57
55.27,4.57,55.27###4.57
55.29,5.06,55.29###5.06
55.3,5.06,55.3###5.06
55.28,5.07,55.28###5.07
55.28,5.09,55.28###5.09
55.28,5.08,55.28###5.08
22.24,113.5,22.24###113.5
45.9214,8.55183,45.9214###8.55183
39.02,-76.53,39.02###-76.53
54.496,-6.73996,54.496###-6.73996
53.0431,-0.342792,53.0431###-0.342792
47,128,47###128
41,128,41###128
42,126,42###126
41,126,41###126
40.7625,-73.9556,40.7625###-73.9556
34.9961,128.049,34.9961###128.049
40.24,116.57,40.24###116.57
35.091,128.055,35.091###128.055
53.73,78.03,53.73###78.03
50.92,5.39,50.92###5.39
37.5056,126.956,37.5056###126.956
31.11,121.38,31.11###121.38
31.11,121.37,31.11###121.37
31.11,121.36,31.11###121.36
31.11,121.35,31.11###121.35
31.11,121.34,31.11###121.34
31.11,121.33,31.11###121.33
31.11,121.32,31.11###121.32
31.11,121.55,31.11###121.55
31.11,121.54,31.11###121.54
31.11,121.53,31.11###121.53
31.11,121.52,31.11###121.52
31.11,121.51,31.11###121.51
31.11,121.5,31.11###121.5
31.11,121.49,31.11###121.49
31.11,121.31,31.11###121.31
31.11,121.48,31.11###121.48
31.11,121.47,31.11###121.47
31.11,121.46,31.11###121.46
31.11,121.45,31.11###121.45
31.11,121.44,31.11###121.44
31.11,121.43,31.11###121.43
31.11,121.42,31.11###121.42
31.11,121.41,31.11###121.41
31.11,121.4,31.11###121.4
31.11,121.39,31.11###121.39
31.11,121.3,31.11###121.3
31.11,121.29,31.11###121.29
32.2408,-8.46976,32.2408###-8.46976
34.0144,-5.34543,34.0144###-5.34543
32.615,-8.6648,32.615###-8.6648
33.0734,-7.37935,33.0734###-7.37935
39.58,116.19,39.58###116.19
36.46,117.23,36.46###117.23
43.11,124.02,43.11###124.02
43.52,1.73,43.52###1.73
43.52,1.74,43.52###1.74
43.52,1.75,43.52###1.75
43.52,1.76,43.52###1.76
43.52,1.79,43.52###1.79
43.52,1.8,43.52###1.8
43.52,1.81,43.52###1.81
43.52,1.82,43.52###1.82
43.52,1.83,43.52###1.83
43.52,1.85,43.52###1.85
43.52,1.111,43.52###1.111
43.52,1.112,43.52###1.112
43.52,1.114,43.52###1.114
43.52,1.55,43.52###1.55
43.52,1.12,43.52###1.12
43.52,1.56,43.52###1.56
43.52,1.57,43.52###1.57
-1.95,43.85,-1.95###43.85
-2.05,43.95,-2.05###43.95
3.005,101.704,3.005###101.704
3.0004,101.723,3.0004###101.723
23.1144,113.222,23.1144###113.222
23.0764,113.462,23.0764###113.462
22.7893,113.625,22.7893###113.625
22.2596,113.816,22.2596###113.816
22.0707,113.9,22.0707###113.9
22.1901,113.769,22.1901###113.769
22.1627,113.713,22.1627###113.713
22.0007,113.969,22.0007###113.969
30.4,-91.12,30.4###-91.12
39,-77.1,39###-77.1
40.78,-73.98,40.78###-73.98
28.57,-81.37,28.57###-81.37
-22.81,-47.11,-22.81###-47.11
-22.82,-47.1,-22.82###-47.1
-22.5,-45.55,-22.5###-45.55
-22.62,-47.08,-22.62###-47.08
38.1056,127.708,38.1056###127.708
39.2,106.7,39.2###106.7
42.34,-71.1,42.34###-71.1
55.68,12.54,55.68###12.54
34.7415,-77.124,34.7415###-77.124
36.9,115,36.9###115
26.1,-103.2,26.1###-103.2
25.53,117.9,25.53###117.9
42,120,42###120
39.9,116.41,39.9###116.41
22.3,114.1,22.3###114.1
26.06,104.03,26.06###104.03
24.15,98.16,24.15###98.16
28.02,120.651,28.02###120.651
28.017,120.653,28.017###120.653
28.023,120.649,28.023###120.649
29.34,106.32,29.34###106.32
29.34,106.52,29.34###106.52
29.34,106.51,29.34###106.51
29.34,106.5,29.34###106.5
29.34,106.49,29.34###106.49
29.34,106.48,29.34###106.48
29.34,106.47,29.34###106.47
29.34,106.46,29.34###106.46
29.34,106.45,29.34###106.45
29.34,106.44,29.34###106.44
29.34,106.43,29.34###106.43
29.34,106.42,29.34###106.42
29.34,106.41,29.34###106.41
29.34,106.4,29.34###106.4
29.34,106.39,29.34###106.39
29.34,106.38,29.34###106.38
29.34,106.37,29.34###106.37
29.34,106.36,29.34###106.36
29.34,106.35,29.34###106.35
29.34,106.34,29.34###106.34
29.34,106.33,29.34###106.33
11.9367,-86.0514,11.9367###-86.0514
11.9186,-85.9149,11.9186###-85.9149
12.2148,-86.3241,12.2148###-86.3241
12.2397,-86.4286,12.2397###-86.4286
46.7785,-71.2824,46.7785###-71.2824
48.2611,-78.5394,48.2611###-78.5394
48.2886,-77.9927,48.2886###-77.9927
51.4454,30.0652,51.4454###30.0652
51.2047,30.1727,51.2047###30.1727
51.3831,30.0626,51.3831###30.0626
51.3904,30.0723,51.3904###30.0723
51.2095,30.187,51.2095###30.187
51.3854,30.0423,51.3854###30.0423
51.1629,30.0016,51.1629###30.0016
51.3788,29.9918,51.3788###29.9918
51.2129,30.1929,51.2129###30.1929
51.3851,30.0389,51.3851###30.0389
51.2125,30.2116,51.2125###30.2116
51.1571,29.985,51.1571###29.985
51.3819,30.0376,51.3819###30.0376
51.1724,30.0457,51.1724###30.0457
51.3827,30.0434,51.3827###30.0434
51.4474,30.0674,51.4474###30.0674
51.4528,30.0556,51.4528###30.0556
51.1541,29.9773,51.1541###29.9773
51.4407,30.0821,51.4407###30.0821
51.204,30.1642,51.204###30.1642
51.2947,29.6429,51.2947###29.6429
51.4496,30.0626,51.4496###30.0626
51.4455,30.0651,51.4455###30.0651
51.3887,30.0716,51.3887###30.0716
51.1446,29.9529,51.1446###29.9529
51.3824,30.0303,51.3824###30.0303
51.3841,30.0356,51.3841###30.0356
51.3829,30.0016,51.3829###30.0016
-23.5989,-46.6441,-23.5989###-46.6441
31.59,119.03,31.59###119.03
15.44,73.86,15.44###73.86
36.57,113.67,36.57###113.67
43.5309,1.49785,43.5309###1.49785
51.828,7.04423,51.828###7.04423
-29.4596,-51.9649,-29.4596###-51.9649
44.4953,-11.3559,44.4953###-11.3559
30.48,103.7,30.48###103.7
30.48,103.69,30.48###103.69
30.48,103.68,30.48###103.68
30.48,103.67,30.48###103.67
23.4,113.13,23.4###113.13
50.0411,15.7841,50.0411###15.7841
37.46,126.95,37.46###126.95
22.28,114.14,22.28###114.14
31.3,121.5,31.3###121.5
49.6,7.3,49.6###7.3
40.7083,-77.947,40.7083###-77.947
-1.9419,102.581,-1.9419###102.581
-1.9433,102.581,-1.9433###102.581
-2.0773,102.773,-2.0773###102.773
-2.0853,102.79,-2.0853###102.79
-2.0924,102.803,-2.0924###102.803
-1.8579,103.308,-1.8579###103.308
-1.8835,103.268,-1.8835###103.268
-2.0756,102.793,-2.0756###102.793
-2.175,103.333,-2.175###103.333
-1.982,102.751,-1.982###102.751
-1.9951,102.752,-1.9951###102.752
-2.0635,102.801,-2.0635###102.801
-1.9099,103.266,-1.9099###103.266
-2.1528,103.35,-2.1528###103.35
-1.7854,103.277,-1.7854###103.277
-1.8491,103.3,-1.8491###103.3
-1.879,103.275,-1.879###103.275
-1.8051,103.264,-1.8051###103.264
-1.8597,103.301,-1.8597###103.301
22.77,113.9,22.77###113.9
22.81,113.94,22.81###113.94
22.68,113.97,22.68###113.97
22.74,113.76,22.74###113.76
22.67,113.96,22.67###113.96
22.8,113.84,22.8###113.84
22.8,113.89,22.8###113.89
22.71,113.9,22.71###113.9
22.77,113.8,22.77###113.8
22.77,113.79,22.77###113.79
22.77,113.91,22.77###113.91
22.78,113.91,22.78###113.91
22.79,113.95,22.79###113.95
22.81,113.93,22.81###113.93
22.79,113.86,22.79###113.86
63.08,-55.15,63.08###-55.15
63.69,-53.43,63.69###-53.43
63.83,-24.29,63.83###-24.29
68.17,-15.33,68.17###-15.33
60.61,-38.33,60.61###-38.33
63.76,2.28,63.76###2.28
10.0323,-83.8644,10.0323###-83.8644
31.16,121.42,31.16###121.42
31.17,121.41,31.17###121.41
31.17,121.43,31.17###121.43
31.19,121.41,31.19###121.41
31.19,121.43,31.19###121.43
31.18,121.41,31.18###121.41
31.18,121.43,31.18###121.43
31.17,121.42,31.17###121.42
31.17,121.44,31.17###121.44
31.19,121.44,31.19###121.44
31.16,121.44,31.16###121.44
31.16,121.43,31.16###121.43
31.16,121.41,31.16###121.41
31.19,121.42,31.19###121.42
43.05,-75.97,43.05###-75.97
35.54,120.1,35.54###120.1
35.53,120.1,35.53###120.1
35.52,120.1,35.52###120.1
35.51,120.1,35.51###120.1
35.5,120.1,35.5###120.1
35.49,120.1,35.49###120.1
35.48,120.1,35.48###120.1
35.47,120.1,35.47###120.1
35.64,120.1,35.64###120.1
35.63,120.1,35.63###120.1
35.62,120.1,35.62###120.1
35.61,120.1,35.61###120.1
35.6,120.1,35.6###120.1
35.59,120.1,35.59###120.1
35.58,120.1,35.58###120.1
35.57,120.1,35.57###120.1
35.56,120.1,35.56###120.1
35.55,120.1,35.55###120.1
35.46,120.1,35.46###120.1
35.45,120.1,35.45###120.1
39.56,116.2,39.56###116.2
41.3164,-72.0607,41.3164###-72.0607
-35.4075,173.855,-35.4075###173.855
24.26,118.04,24.26###118.04
-33.2722,151.543,-33.2722###151.543
-33.2804,151.51,-33.2804###151.51
-12.6067,130.552,-12.6067###130.552
-33.2994,151.496,-33.2994###151.496
-33.3237,151.51,-33.3237###151.51
-33.3435,151.473,-33.3435###151.473
-35.2061,150.536,-35.2061###150.536
-35.2065,150.541,-35.2065###150.541
-42.9235,147.449,-42.9235###147.449
-35.2056,150.546,-35.2056###150.546
-12.7689,142.126,-12.7689###142.126
-12.7259,141.976,-12.7259###141.976
-12.7271,141.954,-12.7271###141.954
-32.5872,115.748,-32.5872###115.748
-13.3829,141.742,-13.3829###141.742
-13.3815,141.725,-13.3815###141.725
-13.4774,141.709,-13.4774###141.709
-13.4331,141.705,-13.4331###141.705
-13.4102,141.716,-13.4102###141.716
-13.3656,141.69,-13.3656###141.69
-13.3499,141.662,-13.3499###141.662
-13.3488,141.665,-13.3488###141.665
-42.8512,147.337,-42.8512###147.337
-42.8745,147.361,-42.8745###147.361
-32.572,115.753,-32.572###115.753
-42.891,147.351,-42.891###147.351
-42.9178,147.38,-42.9178###147.38
-43.0185,147.341,-43.0185###147.341
-42.7541,147.244,-42.7541###147.244
-42.7809,147.268,-42.7809###147.268
-32.5859,115.749,-32.5859###115.749
-13.4826,141.713,-13.4826###141.713
-13.3763,141.708,-13.3763###141.708
-13.4243,141.722,-13.4243###141.722
-13.3484,141.654,-13.3484###141.654
-13.4172,141.719,-13.4172###141.719
-13.447,141.684,-13.447###141.684
-13.3529,141.67,-13.3529###141.67
-12.7263,141.952,-12.7263###141.952
-12.7059,142.063,-12.7059###142.063
-12.7984,141.907,-12.7984###141.907
-43.0218,147.378,-43.0218###147.378
-11.7935,142.069,-11.7935###142.069
-11.9664,141.9,-11.9664###141.9
-12.0534,141.936,-12.0534###141.936
-12.2575,141.933,-12.2575###141.933
-12.0922,141.922,-12.0922###141.922
-42.7442,147.23,-42.7442###147.23
-42.7883,147.286,-42.7883###147.286
-37.8753,147.774,-37.8753###147.774
-38.0968,147.314,-38.0968###147.314
-37.948,144.664,-37.948###144.664
-38.7953,143.477,-38.7953###143.477
-38.0668,145.138,-38.0668###145.138
-38.5764,142.872,-38.5764###142.872
-38.402,142.543,-38.402###142.543
-37.4828,149.692,-37.4828###149.692
-37.7189,149.499,-37.7189###149.499
-32.5417,115.769,-32.5417###115.769
-37.8342,145.025,-37.8342###145.025
-32.592,115.743,-32.592###115.743
-32.5872,115.749,-32.5872###115.749
-32.5859,115.748,-32.5859###115.748
-32.5904,115.749,-32.5904###115.749
-32.5743,115.753,-32.5743###115.753
-32.5881,115.748,-32.5881###115.748
-32.572,115.752,-32.572###115.752
-32.5881,115.749,-32.5881###115.749
-32.5293,115.777,-32.5293###115.777
-32.5883,115.827,-32.5883###115.827
-31.9949,115.835,-31.9949###115.835
-32.0171,115.784,-32.0171###115.784
-31.9548,115.885,-31.9548###115.885
-31.9398,115.908,-31.9398###115.908
-31.8644,116.009,-31.8644###116.009
-32.0308,115.872,-32.0308###115.872
-31.9126,115.961,-31.9126###115.961
-32.0275,115.901,-32.0275###115.901
-32.5913,115.863,-32.5913###115.863
-32.55,115.763,-32.55###115.763
-32.609,115.686,-32.609###115.686
-32.7363,115.69,-32.7363###115.69
-32.5898,115.845,-32.5898###115.845
-33.3276,151.44,-33.3276###151.44
-33.3276,151.45,-33.3276###151.45
-33.2633,151.504,-33.2633###151.504
-33.3601,151.458,-33.3601###151.458
-33.3191,151.45,-33.3191###151.45
-32.5812,115.82,-32.5812###115.82
-32.5335,115.776,-32.5335###115.776
-32.5785,115.742,-32.5785###115.742
-32.5813,115.702,-32.5813###115.702
-32.6135,115.652,-32.6135###115.652
-32.6604,115.668,-32.6604###115.668
-32.698,115.683,-32.698###115.683
-31.8879,115.99,-31.8879###115.99
-31.8984,115.959,-31.8984###115.959
-31.9514,115.913,-31.9514###115.913
-32.0172,115.853,-32.0172###115.853
-31.9214,115.94,-31.9214###115.94
